"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Roberta","Goodale","Female","9","1947-02-28","Information Systems Manager","Property","Mass Customer","N","Yes","22","013 David Junction","4211","QLD","Australia","7","{""formula"":"""",""result"":0.63}","{""formula"":""Q217*(IF(J217=\""Yes\"",1.25,1))"",""result"":0.7875}","{""formula"":""R217*(IF(OR(VALUE(P217)>8,VALUE(D217)>80),1.25,1))"",""result"":0.7875}","{""formula"":""S217*(IF(H217=\""Mass Customer\"",0.85,1))"",""result"":0.6693749999999999}","{""formula"":""RANK(W217,W1:W1002,0)"",""result"":215}","215","1.12890625"
"Kippy","Barabisch","Male","11","2000-04-07","Legal Assistant","Manufacturing","Mass Customer","N","No","4","840 Graceland Street","2125","NSW","Australia","11","{""formula"":"""",""result"":0.88}","{""formula"":""Q218*(IF(J218=\""Yes\"",1.25,1))"",""result"":0.88}","{""formula"":""R218*(IF(OR(VALUE(P218)>8,VALUE(D218)>80),1.25,1))"",""result"":1.1}","{""formula"":""S218*(IF(H218=\""Mass Customer\"",0.85,1))"",""result"":0.935}","{""formula"":""RANK(W218,W1:W1002,0)"",""result"":215}","215","1.12890625"
"Rosalinde","Cubuzzi","Female","50","1997-09-04","Business Systems Development Analyst","n/a","Mass Customer","N","No","5","6 Lotheville Trail","2444","NSW","Australia","7","{""formula"":"""",""result"":0.75}","{""formula"":""Q219*(IF(J219=\""Yes\"",1.25,1))"",""result"":0.75}","{""formula"":""R219*(IF(OR(VALUE(P219)>8,VALUE(D219)>80),1.25,1))"",""result"":0.75}","{""formula"":""S219*(IF(H219=\""Mass Customer\"",0.85,1))"",""result"":0.6375}","{""formula"":""RANK(W219,W1:W1002,0)"",""result"":215}","215","1.12890625"
"Cami","Barnbrook","Female","8","1963-01-01","Occupational Therapist","Health","Affluent Customer","N","Yes","18","890 Truax Lane","4285","QLD","Australia","2","{""formula"":"""",""result"":0.51}","{""formula"":""Q220*(IF(J220=\""Yes\"",1.25,1))"",""result"":0.6375}","{""formula"":""R220*(IF(OR(VALUE(P220)>8,VALUE(D220)>80),1.25,1))"",""result"":0.6375}","{""formula"":""S220*(IF(H220=\""Mass Customer\"",0.85,1))"",""result"":0.6375}","{""formula"":""RANK(W220,W1:W1002,0)"",""result"":218}","218","1.12625"
"Dorian","Stollen","Male","78","1980-02-16","Statistician I","Financial Services","Mass Customer","N","Yes","18","72922 Cambridge Terrace","2026","NSW","Australia","11","{""formula"":"""",""result"":0.57}","{""formula"":""Q221*(IF(J221=\""Yes\"",1.25,1))"",""result"":0.7124999999999999}","{""formula"":""R221*(IF(OR(VALUE(P221)>8,VALUE(D221)>80),1.25,1))"",""result"":0.8906249999999999}","{""formula"":""S221*(IF(H221=\""Mass Customer\"",0.85,1))"",""result"":0.7570312499999999}","{""formula"":""RANK(W221,W1:W1002,0)"",""result"":219}","219","1.125"
"Hunfredo","Hayball","Male","7","1994-04-15",,"IT","Affluent Customer","N","No","3","60461 Esch Avenue","2227","NSW","Australia","8","{""formula"":"""",""result"":0.75}","{""formula"":""Q222*(IF(J222=\""Yes\"",1.25,1))"",""result"":0.75}","{""formula"":""R222*(IF(OR(VALUE(P222)>8,VALUE(D222)>80),1.25,1))"",""result"":0.75}","{""formula"":""S222*(IF(H222=\""Mass Customer\"",0.85,1))"",""result"":0.75}","{""formula"":""RANK(W222,W1:W1002,0)"",""result"":219}","219","1.125"
"Giorgi","O'Shirine","Male","68","1981-06-20","Payment Adjustment Coordinator","Retail","Mass Customer","N","Yes","15","6 Novick Alley","3934","VIC","Australia","8","{""formula"":"""",""result"":1.09}","{""formula"":""Q223*(IF(J223=\""Yes\"",1.25,1))"",""result"":1.3625}","{""formula"":""R223*(IF(OR(VALUE(P223)>8,VALUE(D223)>80),1.25,1))"",""result"":1.3625}","{""formula"":""S223*(IF(H223=\""Mass Customer\"",0.85,1))"",""result"":1.158125}","{""formula"":""RANK(W223,W1:W1002,0)"",""result"":219}","219","1.125"
"Kort","Disley","Male","66","28891","Technical Writer","Health","Mass Customer","N","Yes","7","76 Donald Trail","2160","NSW","Australia","9","{""formula"":"""",""result"":0.76}","{""formula"":""Q224*(IF(J224=\""Yes\"",1.25,1))"",""result"":0.95}","{""formula"":""R224*(IF(OR(VALUE(P224)>8,VALUE(D224)>80),1.25,1))"",""result"":1.1875}","{""formula"":""S224*(IF(H224=\""Mass Customer\"",0.85,1))"",""result"":1.009375}","{""formula"":""RANK(W224,W1:W1002,0)"",""result"":219}","219","1.125"
"Gretna","Thredder","Female","62","1966-01-08",,"n/a","Mass Customer","N","No","18","1607 Westridge Drive","2203","NSW","Australia","11","{""formula"":"""",""result"":0.89}","{""formula"":""Q225*(IF(J225=\""Yes\"",1.25,1))"",""result"":0.89}","{""formula"":""R225*(IF(OR(VALUE(P225)>8,VALUE(D225)>80),1.25,1))"",""result"":1.1125}","{""formula"":""S225*(IF(H225=\""Mass Customer\"",0.85,1))"",""result"":0.945625}","{""formula"":""RANK(W225,W1:W1002,0)"",""result"":223}","223","1.115625"
"Tobiah","Heinsius","Male","66","2000-01-25","Chief Design Engineer","Health","High Net Worth","N","No","9","3630 Dawn Crossing","2446","NSW","Australia","8","{""formula"":"""",""result"":0.44}","{""formula"":""Q226*(IF(J226=\""Yes\"",1.25,1))"",""result"":0.44}","{""formula"":""R226*(IF(OR(VALUE(P226)>8,VALUE(D226)>80),1.25,1))"",""result"":0.44}","{""formula"":""S226*(IF(H226=\""Mass Customer\"",0.85,1))"",""result"":0.44}","{""formula"":""RANK(W226,W1:W1002,0)"",""result"":223}","223","1.115625"
"Wallace","Newart","Male","91","28465",,"IT","Mass Customer","N","No","17","29007 Dapin Street","4650","QLD","Australia","1","{""formula"":"""",""result"":0.68}","{""formula"":""Q227*(IF(J227=\""Yes\"",1.25,1))"",""result"":0.68}","{""formula"":""R227*(IF(OR(VALUE(P227)>8,VALUE(D227)>80),1.25,1))"",""result"":0.8500000000000001}","{""formula"":""S227*(IF(H227=\""Mass Customer\"",0.85,1))"",""result"":0.7225}","{""formula"":""RANK(W227,W1:W1002,0)"",""result"":223}","223","1.115625"
"Hersh","Stubbert","Male","0","2000-06-25","Technical Writer","Manufacturing","Mass Customer","N","Yes","15","68 Fairfield Street","4115","QLD","Australia","8","{""formula"":"""",""result"":1.04}","{""formula"":""Q228*(IF(J228=\""Yes\"",1.25,1))"",""result"":1.3}","{""formula"":""R228*(IF(OR(VALUE(P228)>8,VALUE(D228)>80),1.25,1))"",""result"":1.3}","{""formula"":""S228*(IF(H228=\""Mass Customer\"",0.85,1))"",""result"":1.105}","{""formula"":""RANK(W228,W1:W1002,0)"",""result"":226}","226","1.1125"
"Hatti","Carletti","U","35",,"Legal Assistant","IT","Affluent Customer","N","Yes","11","6 Iowa Center","2519","NSW","Australia","9","{""formula"":"""",""result"":0.92}","{""formula"":""Q229*(IF(J229=\""Yes\"",1.25,1))"",""result"":1.15}","{""formula"":""R229*(IF(OR(VALUE(P229)>8,VALUE(D229)>80),1.25,1))"",""result"":1.4375}","{""formula"":""S229*(IF(H229=\""Mass Customer\"",0.85,1))"",""result"":1.4375}","{""formula"":""RANK(W229,W1:W1002,0)"",""result"":226}","226","1.1125"
"Wyn","Saynor","Male","54","1964-06-22","Cost Accountant","Financial Services","High Net Worth","N","No","8","5 Briar Crest Road","2099","NSW","Australia","9","{""formula"":"""",""result"":1.06}","{""formula"":""Q230*(IF(J230=\""Yes\"",1.25,1))"",""result"":1.06}","{""formula"":""R230*(IF(OR(VALUE(P230)>8,VALUE(D230)>80),1.25,1))"",""result"":1.325}","{""formula"":""S230*(IF(H230=\""Mass Customer\"",0.85,1))"",""result"":1.325}","{""formula"":""RANK(W230,W1:W1002,0)"",""result"":226}","226","1.1125"
"Maribeth","Stivani","Female","46","1954-11-13","Associate Professor","Financial Services","Mass Customer","N","No","7","945 Bobwhite Court","2430","NSW","Australia","8","{""formula"":"""",""result"":1.07}","{""formula"":""Q231*(IF(J231=\""Yes\"",1.25,1))"",""result"":1.07}","{""formula"":""R231*(IF(OR(VALUE(P231)>8,VALUE(D231)>80),1.25,1))"",""result"":1.07}","{""formula"":""S231*(IF(H231=\""Mass Customer\"",0.85,1))"",""result"":0.9095}","{""formula"":""RANK(W231,W1:W1002,0)"",""result"":226}","226","1.1125"
"Abigale","Sives","Female","48","1963-12-13","VP Marketing","Health","Affluent Customer","N","Yes","14","2 Glendale Center","4207","QLD","Australia","4","{""formula"":"""",""result"":1.07}","{""formula"":""Q232*(IF(J232=\""Yes\"",1.25,1))"",""result"":1.3375}","{""formula"":""R232*(IF(OR(VALUE(P232)>8,VALUE(D232)>80),1.25,1))"",""result"":1.3375}","{""formula"":""S232*(IF(H232=\""Mass Customer\"",0.85,1))"",""result"":1.3375}","{""formula"":""RANK(W232,W1:W1002,0)"",""result"":230}","230","1.109375"
"Gothart","Artus","Male","52","1978-05-31","Health Coach IV","Health","Mass Customer","N","Yes","14","21824 Northridge Alley","2117","NSW","Australia","10","{""formula"":"""",""result"":0.58}","{""formula"":""Q233*(IF(J233=\""Yes\"",1.25,1))"",""result"":0.725}","{""formula"":""R233*(IF(OR(VALUE(P233)>8,VALUE(D233)>80),1.25,1))"",""result"":0.90625}","{""formula"":""S233*(IF(H233=\""Mass Customer\"",0.85,1))"",""result"":0.7703125}","{""formula"":""RANK(W233,W1:W1002,0)"",""result"":231}","231","1.105"
"Danny","Bodle","Male","50","1943-09-24","Statistician I","Manufacturing","Mass Customer","N","Yes","18","68 Anthes Park","2007","NSW","Australia","9","{""formula"":"""",""result"":0.4}","{""formula"":""Q234*(IF(J234=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R234*(IF(OR(VALUE(P234)>8,VALUE(D234)>80),1.25,1))"",""result"":0.625}","{""formula"":""S234*(IF(H234=\""Mass Customer\"",0.85,1))"",""result"":0.53125}","{""formula"":""RANK(W234,W1:W1002,0)"",""result"":231}","231","1.105"
"Vittorio","Boxen","Male","94","1965-08-15","Mechanical Systems Engineer","n/a","Mass Customer","N","No","14","3 Anthes Court","2148","NSW","Australia","9","{""formula"":"""",""result"":0.58}","{""formula"":""Q235*(IF(J235=\""Yes\"",1.25,1))"",""result"":0.58}","{""formula"":""R235*(IF(OR(VALUE(P235)>8,VALUE(D235)>80),1.25,1))"",""result"":0.725}","{""formula"":""S235*(IF(H235=\""Mass Customer\"",0.85,1))"",""result"":0.61625}","{""formula"":""RANK(W235,W1:W1002,0)"",""result"":233}","233","1.1"
"Deborah","Petrovsky","Female","53","1943-07-14","Teacher","Property","Mass Customer","N","No","16","036 Redwing Street","2011","NSW","Australia","7","{""formula"":"""",""result"":0.73}","{""formula"":""Q236*(IF(J236=\""Yes\"",1.25,1))"",""result"":0.73}","{""formula"":""R236*(IF(OR(VALUE(P236)>8,VALUE(D236)>80),1.25,1))"",""result"":0.73}","{""formula"":""S236*(IF(H236=\""Mass Customer\"",0.85,1))"",""result"":0.6204999999999999}","{""formula"":""RANK(W236,W1:W1002,0)"",""result"":233}","233","1.1"
"Agace","Hedge","Female","25","1997-07-23","Media Manager II","n/a","Mass Customer","N","Yes","13","92 Petterle Place","3429","VIC","Australia","8","{""formula"":"""",""result"":0.51}","{""formula"":""Q237*(IF(J237=\""Yes\"",1.25,1))"",""result"":0.6375}","{""formula"":""R237*(IF(OR(VALUE(P237)>8,VALUE(D237)>80),1.25,1))"",""result"":0.6375}","{""formula"":""S237*(IF(H237=\""Mass Customer\"",0.85,1))"",""result"":0.541875}","{""formula"":""RANK(W237,W1:W1002,0)"",""result"":233}","233","1.1"
"Rolland","Esmead","Male","41","1940-07-13",,"Health","Affluent Customer","N","No","8","72008 7th Avenue","2200","NSW","Australia","8","{""formula"":"""",""result"":0.93}","{""formula"":""Q238*(IF(J238=\""Yes\"",1.25,1))"",""result"":0.93}","{""formula"":""R238*(IF(OR(VALUE(P238)>8,VALUE(D238)>80),1.25,1))"",""result"":0.93}","{""formula"":""S238*(IF(H238=\""Mass Customer\"",0.85,1))"",""result"":0.93}","{""formula"":""RANK(W238,W1:W1002,0)"",""result"":233}","233","1.1"
"Latrena","Walklate","Female","97","1943-10-05","Mechanical Systems Engineer","Telecommunications","High Net Worth","N","Yes","13","87 Sheridan Junction","2281","NSW","Australia","8","{""formula"":"""",""result"":1.08}","{""formula"":""Q239*(IF(J239=\""Yes\"",1.25,1))"",""result"":1.35}","{""formula"":""R239*(IF(OR(VALUE(P239)>8,VALUE(D239)>80),1.25,1))"",""result"":1.6875}","{""formula"":""S239*(IF(H239=\""Mass Customer\"",0.85,1))"",""result"":1.6875}","{""formula"":""RANK(W239,W1:W1002,0)"",""result"":237}","237","1.094375"
"Mariquilla","Springthorpe","Female","30","1939-04-04","Director of Sales","n/a","Mass Customer","N","Yes","8","811 Melrose Park","2224","NSW","Australia","10","{""formula"":"""",""result"":0.67}","{""formula"":""Q240*(IF(J240=\""Yes\"",1.25,1))"",""result"":0.8375}","{""formula"":""R240*(IF(OR(VALUE(P240)>8,VALUE(D240)>80),1.25,1))"",""result"":1.046875}","{""formula"":""S240*(IF(H240=\""Mass Customer\"",0.85,1))"",""result"":0.8898437499999999}","{""formula"":""RANK(W240,W1:W1002,0)"",""result"":237}","237","1.094375"
"Leticia","Danovich","Female","84","1941-10-02","Design Engineer","Entertainment","Mass Customer","N","Yes","15","2 Logan Avenue","4307","QLD","Australia","1","{""formula"":"""",""result"":1.03}","{""formula"":""Q241*(IF(J241=\""Yes\"",1.25,1))"",""result"":1.2875}","{""formula"":""R241*(IF(OR(VALUE(P241)>8,VALUE(D241)>80),1.25,1))"",""result"":1.609375}","{""formula"":""S241*(IF(H241=\""Mass Customer\"",0.85,1))"",""result"":1.36796875}","{""formula"":""RANK(W241,W1:W1002,0)"",""result"":237}","237","1.094375"
"Harman","Lynds","Male","4","1961-05-27","Professor","n/a","Mass Customer","N","Yes","5","538 Gina Way","4105","QLD","Australia","8","{""formula"":"""",""result"":0.85}","{""formula"":""Q242*(IF(J242=\""Yes\"",1.25,1))"",""result"":1.0625}","{""formula"":""R242*(IF(OR(VALUE(P242)>8,VALUE(D242)>80),1.25,1))"",""result"":1.0625}","{""formula"":""S242*(IF(H242=\""Mass Customer\"",0.85,1))"",""result"":0.903125}","{""formula"":""RANK(W242,W1:W1002,0)"",""result"":240}","240","1.09"
"Farra","Matyushkin","Female","18","1974-01-24","VP Quality Control","Manufacturing","High Net Worth","N","Yes","9","52761 Portage Crossing","3170","VIC","Australia","9","{""formula"":"""",""result"":0.79}","{""formula"":""Q243*(IF(J243=\""Yes\"",1.25,1))"",""result"":0.9875}","{""formula"":""R243*(IF(OR(VALUE(P243)>8,VALUE(D243)>80),1.25,1))"",""result"":1.234375}","{""formula"":""S243*(IF(H243=\""Mass Customer\"",0.85,1))"",""result"":1.234375}","{""formula"":""RANK(W243,W1:W1002,0)"",""result"":241}","241","1.0875"
"Robenia","Monks","Female","94","1959-05-08","Nurse Practicioner","Manufacturing","Mass Customer","N","No","5","8 Fieldstone Street","4065","QLD","Australia","9","{""formula"":"""",""result"":0.6}","{""formula"":""Q244*(IF(J244=\""Yes\"",1.25,1))"",""result"":0.6}","{""formula"":""R244*(IF(OR(VALUE(P244)>8,VALUE(D244)>80),1.25,1))"",""result"":0.75}","{""formula"":""S244*(IF(H244=\""Mass Customer\"",0.85,1))"",""result"":0.6375}","{""formula"":""RANK(W244,W1:W1002,0)"",""result"":241}","241","1.0875"
"Roman","Eastwood","Male","57","1969-09-21","Associate Professor","Manufacturing","Affluent Customer","N","Yes","16","8957 Anhalt Alley","3004","VIC","Australia","4","{""formula"":"""",""result"":1.04}","{""formula"":""Q245*(IF(J245=\""Yes\"",1.25,1))"",""result"":1.3}","{""formula"":""R245*(IF(OR(VALUE(P245)>8,VALUE(D245)>80),1.25,1))"",""result"":1.3}","{""formula"":""S245*(IF(H245=\""Mass Customer\"",0.85,1))"",""result"":1.3}","{""formula"":""RANK(W245,W1:W1002,0)"",""result"":241}","241","1.0875"
"Solomon","Bruck","Male","29","1957-11-15","Junior Executive","Health","Mass Customer","N","No","12","5 High Crossing Junction","4556","QLD","Australia","8","{""formula"":"""",""result"":0.94}","{""formula"":""Q246*(IF(J246=\""Yes\"",1.25,1))"",""result"":0.94}","{""formula"":""R246*(IF(OR(VALUE(P246)>8,VALUE(D246)>80),1.25,1))"",""result"":0.94}","{""formula"":""S246*(IF(H246=\""Mass Customer\"",0.85,1))"",""result"":0.7989999999999999}","{""formula"":""RANK(W246,W1:W1002,0)"",""result"":244}","244","1.08375"
"Krystyna","Airey","Female","2","1950-09-05","Safety Technician II","n/a","Mass Customer","N","Yes","19","75760 Toban Junction","4006","QLD","Australia","5","{""formula"":"""",""result"":0.98}","{""formula"":""Q247*(IF(J247=\""Yes\"",1.25,1))"",""result"":1.225}","{""formula"":""R247*(IF(OR(VALUE(P247)>8,VALUE(D247)>80),1.25,1))"",""result"":1.225}","{""formula"":""S247*(IF(H247=\""Mass Customer\"",0.85,1))"",""result"":1.04125}","{""formula"":""RANK(W247,W1:W1002,0)"",""result"":244}","244","1.08375"
"Katharine","Redbourn","Female","8","1967-09-11","Recruiter","Manufacturing","Affluent Customer","N","Yes","4","178 Waxwing Trail","3134","VIC","Australia","10","{""formula"":"""",""result"":0.76}","{""formula"":""Q248*(IF(J248=\""Yes\"",1.25,1))"",""result"":0.95}","{""formula"":""R248*(IF(OR(VALUE(P248)>8,VALUE(D248)>80),1.25,1))"",""result"":1.1875}","{""formula"":""S248*(IF(H248=\""Mass Customer\"",0.85,1))"",""result"":1.1875}","{""formula"":""RANK(W248,W1:W1002,0)"",""result"":244}","244","1.08375"
"Cammy","Stoneham","Female","74","1963-05-02","Business Systems Development Analyst","Financial Services","High Net Worth","N","No","14","8648 Green Alley","4680","QLD","Australia","3","{""formula"":"""",""result"":1.05}","{""formula"":""Q249*(IF(J249=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R249*(IF(OR(VALUE(P249)>8,VALUE(D249)>80),1.25,1))"",""result"":1.05}","{""formula"":""S249*(IF(H249=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W249,W1:W1002,0)"",""result"":244}","244","1.08375"
"Ellsworth","Andrieux","Male","49","1971-04-26","Senior Cost Accountant","Financial Services","Affluent Customer","N","Yes","10","08912 Carberry Place","4036","QLD","Australia","7","{""formula"":"""",""result"":0.82}","{""formula"":""Q250*(IF(J250=\""Yes\"",1.25,1))"",""result"":1.025}","{""formula"":""R250*(IF(OR(VALUE(P250)>8,VALUE(D250)>80),1.25,1))"",""result"":1.025}","{""formula"":""S250*(IF(H250=\""Mass Customer\"",0.85,1))"",""result"":1.025}","{""formula"":""RANK(W250,W1:W1002,0)"",""result"":248}","248","1.078125"
"Federico","Leuty","Male","59","1978-12-11","Product Engineer","Property","High Net Worth","N","Yes","11","720 Menomonie Crossing","2380","NSW","Australia","4","{""formula"":"""",""result"":0.7}","{""formula"":""Q251*(IF(J251=\""Yes\"",1.25,1))"",""result"":0.875}","{""formula"":""R251*(IF(OR(VALUE(P251)>8,VALUE(D251)>80),1.25,1))"",""result"":0.875}","{""formula"":""S251*(IF(H251=\""Mass Customer\"",0.85,1))"",""result"":0.875}","{""formula"":""RANK(W251,W1:W1002,0)"",""result"":249}","249","1.07578125"
"Ferdy","Hornung","Male","57","1974-05-14","Analog Circuit Design manager","Entertainment","High Net Worth","N","No","18","0686 Hallows Trail","4506","QLD","Australia","3","{""formula"":"""",""result"":0.77}","{""formula"":""Q252*(IF(J252=\""Yes\"",1.25,1))"",""result"":0.77}","{""formula"":""R252*(IF(OR(VALUE(P252)>8,VALUE(D252)>80),1.25,1))"",""result"":0.77}","{""formula"":""S252*(IF(H252=\""Mass Customer\"",0.85,1))"",""result"":0.77}","{""formula"":""RANK(W252,W1:W1002,0)"",""result"":250}","250","1.075"
"Sunny","Christescu","Female","90","1975-03-12","Cost Accountant","Financial Services","Mass Customer","N","No","11","6668 Blue Bill Park Plaza","2209","NSW","Australia","10","{""formula"":"""",""result"":0.51}","{""formula"":""Q253*(IF(J253=\""Yes\"",1.25,1))"",""result"":0.51}","{""formula"":""R253*(IF(OR(VALUE(P253)>8,VALUE(D253)>80),1.25,1))"",""result"":0.6375}","{""formula"":""S253*(IF(H253=\""Mass Customer\"",0.85,1))"",""result"":0.541875}","{""formula"":""RANK(W253,W1:W1002,0)"",""result"":250}","250","1.075"
"Shadow","Yakutin","Male","85","1967-02-03","Software Test Engineer IV","Health","Affluent Customer","N","Yes","6","06 Dwight Park","4119","QLD","Australia","2","{""formula"":"""",""result"":0.94}","{""formula"":""Q254*(IF(J254=\""Yes\"",1.25,1))"",""result"":1.175}","{""formula"":""R254*(IF(OR(VALUE(P254)>8,VALUE(D254)>80),1.25,1))"",""result"":1.46875}","{""formula"":""S254*(IF(H254=\""Mass Customer\"",0.85,1))"",""result"":1.46875}","{""formula"":""RANK(W254,W1:W1002,0)"",""result"":252}","252","1.073125"
"Sharai","Priddie","Female","13","1961-01-16","Sales Representative","Retail","Mass Customer","N","No","9","5202 Crowley Place","2145","NSW","Australia","9","{""formula"":"""",""result"":0.89}","{""formula"":""Q255*(IF(J255=\""Yes\"",1.25,1))"",""result"":0.89}","{""formula"":""R255*(IF(OR(VALUE(P255)>8,VALUE(D255)>80),1.25,1))"",""result"":1.1125}","{""formula"":""S255*(IF(H255=\""Mass Customer\"",0.85,1))"",""result"":0.945625}","{""formula"":""RANK(W255,W1:W1002,0)"",""result"":252}","252","1.073125"
"Celeste","Fretson","Female","91","1980-09-16","Product Engineer","IT","Mass Customer","N","No","9","14709 Portage Avenue","2166","NSW","Australia","9","{""formula"":"""",""result"":0.94}","{""formula"":""Q256*(IF(J256=\""Yes\"",1.25,1))"",""result"":0.94}","{""formula"":""R256*(IF(OR(VALUE(P256)>8,VALUE(D256)>80),1.25,1))"",""result"":1.175}","{""formula"":""S256*(IF(H256=\""Mass Customer\"",0.85,1))"",""result"":0.9987499999999998}","{""formula"":""RANK(W256,W1:W1002,0)"",""result"":252}","252","1.073125"
